id,content,Task Id,label
7921,八大行庫連日買超台股穩軍心，聯電、友達、群創等獲青睞，蓄勢衝鋒受歐美疫情反覆、美國總統大選的干擾，台股上周明顯走跌,39,negative
7922,受到美股大幅波動走弱影響，台股上周呈現連續回檔跌破月線及季線，10月30日指數收低12.546.34點；本周盤勢拚重新站回季線上，除國際面緊盯美國大選結果、歐美疫情等因素外，國內關注大立光10月營收以及新一波科技公司法說會,39,negative
7923,Kahnle在洋基的表現其實蠻穩定的.不過不接受下放選擇成為自由球員.其實蠻不明智的;畢竟受傷後還需要復原期.2021年也不一定能回到場上.再加上現在疫情影響.許多球隊都在節省開銷.在受傷無法上場情況下.投入自由市場.卻不見得會有合約找上門.畢竟每個球隊需要的都是即戰力.不太可能跟一個身體有傷的簽約後再等他復原.雖然小聯盟也是停擺.但至少會有個保障合約在.可以趁在小聯盟時復健找回身手後.表現好自然能重回洋基一軍.再藉由在洋基的表現.投入自由市場.對於他的未來也會比較可期.畢竟他也已經30歲了.耗掉一年復健後也31歲了.對於運動員的巔峰期逐漸下降.想要找到好約也就更難了!,39,negative
7924,疫情升溫，美國大選將至，美股週五慘兮兮，受國際不確定因素持續發酵，台股也動盪不安，而外資已經連續三個月賣超台股，累計今年前十個月賣超，高達7050億元，創新高紀錄，不過第一金投顧董事長陳奕光認為，外資買盤可望陸續歸隊，11月將呈現，開低走高格局,39,negative
7925,國外疫情持續擴散，國人還可以自由進出，除了民眾警覺跟配合度高外，真的要感謝防疫人員,39,positive
7926,中時用意何在？說的全球疫情是因為台灣害的一樣！你TMD有沒有良心，你們也是台灣人生活在台灣，你他媽的是這樣對待你的國家嗎？,39,negative
7927,這些疫情失控的國家幾乎當初是執政者藐視病毒的國家.如美、英,39,negative
7928,金山海灣溫泉HOTEL想要求漁會返還履約保證金被法官駁回（翻攝自金山海灣溫泉HOTEL網站）〔記者吳昇儒／基隆報導〕主打「全國唯一的漁港溫泉會館」的金山海灣溫泉會館，今年4月底疑因受武漢肺炎（新型冠狀病毒疾病，COVID-19）疫情影響，結束營業,39,negative
7929,為對抗第2波2019冠狀病毒疾病（COVID-19）疫情，歐洲一些政府再度下達封鎖令，但西班牙城市掀起抗爭潮，法國小鎮長支持商店照常營業，各地零星出現對管制措施的反彈,39,positive
7930,今年疫情爆發初期捷克曾靠口罩為歐洲立下防疫典範，無奈民粹主義當道讓政府鬆懈防疫，如今反而成為疫情重災區,39,negative
7931,【記者張淑慧/高雄報導】雖然因為疫情影響台灣農產銷售，高雄型農做公益仍然不落人後，11月1日及11月8日連續兩週兩場分別在捷運鳳山西站及衛武營榕園辦理的公益活動，型農發起農產品熱捐參加義賣，活動所得捐助家扶中心及創世基金會外，現場還有1.000根香蕉要送給參與活動的民眾，為扶助弱勢族群貢獻一份心力,39,positive
7932,（中央社紐約1日綜合外電報導）年年吸引數萬人參加的紐約馬拉松賽，今年受到疫情影響而停辦，但死忠跑者在官方手機App協助下，只要跑完全42.2公里賽程，無論在哪裡跑，都可以獲得官方認證，一員參賽美夢,39,positive
7933,新冠疫情促使各國採取封閉隔離措施，民眾待在家時間變長、遊戲需求升高，連帶推升韓國電玩業蓬勃發展，包括Nexon創辦人金正宙（KimJung-ju）、NCSoft執行長金澤辰（KimTaek-jin）與Smilegate創辦人權赫彬（KwonHyuk-bin）等人笑得合不攏嘴，他們預期這股數位家庭娛樂風潮在疫情結束後仍將持續下去,39,positive
7934,縮水又漲，受不了，疫情，還要縮水又漲，無法承受,39,negative
7935,新型冠狀肺炎（COVID-19）疫情持續延燒，除了對生命帶來威脅，也改變傳統產業型態，工研院為了幫助產業提前布局掌握後疫時代先機、發揮跨領域研發能量，推出「2030技術策略與藍圖」，扮演產業轉型與升級的角色，協助台灣產業界在後疫情時代開創新局,39,positive
7936,國外疫情又升溫，台灣在這個時候要搞特權經濟嗎？！萬一因此造成國內的疫情該由誰來負責？！當初的零容忍跑去那裡了？！,39,negative
7937,為提振因武漢肺炎疫情停擺的經濟，中央流行疫情指揮中心研擬開放「經濟泡泡」，讓具特定身分來台從事商務活動者入境後可免隔離,39,positive
7938,〔記者陳忠榮台北報導〕再傳不良反應事件？基隆一名五十多歲婦人，疑似接種流感疫苗九天後，突然覺得四肢發麻，接著病情急轉直下，隨即插管住進加護病房；疫情指揮中心昨日表示，亟待進行各種病毒檢測，才能釐清是否與施打疫苗有關,39,negative
7939,台股29日再度形成向下跳空缺口，失守季線，引發短線轉弱疑慮，啟發投顧分析師楊基政指出，萬三關卡屢攻不過，季線開始走平，歐洲疫情再起，投資人現階段應採保守操作，布局上也應以9月營收及前三季財報較佳的個股為主；本周投資組合前兩大為鴻碩（3092）、撼訊（6150），再選入元大台灣50反1（00632R）、中租-KY（5871）與台翰（1336）,39,positive
7940,這些疫情失控的國家幾乎當初是執政者藐視病毒的國家.如美、英美國病毒,39,negative
7941,〔記者蕭玗欣／台北報導〕疫情衝擊全球旅遊業，台灣因防疫有成，旅遊業者尚有國內旅遊市場可以投入，但對3000多家旅行社來說只是杯水車薪,39,negative
7942,內文：全球再起新一波疫情，110學年第二次英聽測驗及大學學測，教育部及大考中心仍決定在大陸設考場，但屆時若要臨時取消大陸考場，考生要自行承擔無學測成績的後果,39,negative
7943,好無奈啊，台灣被武漢肺炎死傷的太少啦！！！應該疫情要跟外國一樣才對，最好都躲在家裡等賺錢，用電腦控制收錢，反正接待的人都不是高層校方---一堆噁心自私自利的少數台灣人,39,negative
7944,台灣感染症醫學會理事長黃立民表示，目前國內不少確診者都是在解除隔離後自費採檢才確診，「這是個很大的漏洞」，面對國際疫情再起，一定要立刻實施入境篩檢，「至少一次」，可以安排在解除隔離期滿時篩檢，減低一入境就篩可能的偽陰性對社區造成的威脅，且國外都已經如此實施了，唯有如此才能把洞補起來,39,positive
7945,新冠肺炎疫情影響今年全球經濟景氣，讓歐美電信業者放緩網路建設腳步，但法人認為，歐美電信業者明年對5G建設將轉趨積極，看好2021年將有5G及WiFi6換機潮齊發，帶動通訊關鍵晶片、5G用戶端設備、無線路由器等需求，台廠聯發科（2454）、廣達、仁寶、智易、啟碁、中磊、智邦喜迎商機,39,positive
7946,其實挺可悲的，疫情當前，萊豬強度關山，這群生不出孩子的人卻熱烈慶祝同性戀，大聲疾呼要平權！我們這些『正常』老百姓的擔憂、卻成為不可說的要求，在一紙行政命令下，犧牲了『正常生育』孩子的食安的保障！,39,negative
7947,〔本報綜合報導〕隨著新加坡疫情趨緩，政府逐步放寬措施之際，身為4個孩子的新加坡媽媽王微評終於圓了長久以來的夢想，開了她人生第一家雪花冰店,39,positive
7948,立法委員賴士葆近日在媒體上，針對新冠疫情與中天換照等議題有了一些發言，再度引起了我對他的注意,39,positive
7949,年初新冠肺炎疫情爆發，血友病少年小宇和母親因為兩岸關係緊張，一度滯留湖北，部立台北醫院呼吸治療師張莞爾當初自告奮勇前往大陸順利接回少年，張莞爾說，沒有想太多，單純就是以一個母親的心情想盡快把孩子接回來，沒感受到特殊政治氛圍,39,negative
7950,汪汪紅媒唱衰台灣最會啦，因為自己國家的疫情問題，說成好像台灣自己的問題一樣，亂下標題,39,negative
7951,??美國大選快要揭曉了，不管哪一位當選，但是以美國利益為第一優先的原則應該不會有任何改變，全世界都在等結果，從新冠肺炎疫情開始以來，病毒非常公平，把大家都打回原點，先進如歐美國家，也沒辦法控制突襲而來的疫情，連總統首相都確診，他們的國人不習慣戴口罩，經濟實力或國力都不如積極防疫的民眾力量！??前幾天跟歐盟的朋友們聚會，他們也很好奇台北市為何可以控制得宜，我回答因為台北市在十七年前發生SARS，和平醫院封院，當年的慘痛經驗讓台北市不敢輕忽，各大醫院與台北市聯合醫院17年來建置非常多的負壓隔離病房，和平院區也一直是傳染病專責醫院，準備了17年的台北市，才可以很從容的應對，台灣人對於這樣的傳染病並不陌生，十多年來台北人已經習慣坐大眾運輸時戴口罩，早已成為一種生活禮儀！??台灣在這波疫情中挺過第一年，北半球進入冬天，疫情警報又要響起，我們何其有幸，現在還可以正常上班上課，但是世界上的疫情還是很嚴峻，邊境管制的嚴格措施、台北市的防疫旅館與嚴格執行居家檢疫，是保護國內免於社區感染最重要的政策，但也造成經濟停滯與衰退，各行各業必須面對的未來世界，是完全不可知的，這點也很公平，不論是大企業或小店家，大家都一樣,39,negative
7952,中評社北京11月1日電／據央視新聞客戶端報道，據美國媒體《今日美國報》統計，美國29日確診病例增長速度已快於1秒鐘，為疫情暴發以來第一次，也就是說，平均每0.976秒就會新增一例確診病例,39,negative
7953,〔記者陳忠榮台北報導〕中央流行疫情指揮中心公布，國內昨日新增一起境外移入武漢肺炎病例，個案為六十歲本國籍男性，今年二月至印度工作，十月廿八日返國，台灣累計至今，共有五百五十五人確診,39,negative
7954,新北市政府與慈法禪寺今天上午在板樹體育館合辦「2020藥師佛文化節」邀集全國上百寺院、海內外僧?共修藥師法門共同為民眾祈福，盼全球疫情止息，現場還有公益園遊會、素食創意市集及文創桌遊等活動，吸引一般民眾親近佛法,39,positive
7955,邱鋒澤、許光漢兩位男神10月31日不約而同歡慶生日，邱鋒澤日前參與粉絲為他舉辦的32歲慶生會，因疫情及工作已近1年沒有回家鄉新加坡的他，許願所有人平安健康，同時不忘「五堅情」團員，盼明年唱進台北小巨蛋,39,negative
7956,記者廖哲民／台北報導武漢肺炎（COVID-19、新冠肺炎）疫情仍持續延燒，截至今（1）日上午10時，全球確診人數高達4637萬3777例，而美國疫情日益嚴重，已累計940萬2590人感染,39,negative
7957,為搶救被疫情影響的經濟，指揮中心規劃經濟泡泡，擬開放具特定身分入境民眾免隔離,39,positive
7958,台灣根本毫無疫情，你知道為什麼嗎？因為每個台灣人都深知支那人不可信，所以打從一開始疫情爆發時，我台灣就禁止支那人來台,39,negative
7959,明知道受疫情影響這時間點的大遊行有必要嗎??,39,negative
7960,這是一個充滿假象的地方從假博士假疫情假新聞假食安假保外就醫假台獨男的可以當假女人女的可以當假男人治安的假象很奇怪嗎,39,negative
7961,美歐新冠肺炎疫情單日確診人數攀高，加上美國總統大選前市場觀望氣氛濃厚，美股持續修正，影響台股拉回整理，法人建議不妨持續觀察，操作保持彈性，留意逢低進場機會,39,negative
7962,（中央社米蘭／巴黎31日電）義大利衛生部今日表示，境內過去24小時新增3萬1758人確診感染2019冠狀病毒疾病（COVID-19），創下疫情爆發以來新高紀錄，改寫30日創下的3萬1084人染疫紀錄,39,negative
7963,美國病毒疫情造成22萬人死亡，將近一千萬人確診，不知死活的豬頭川普牠肯定要負責吧??牠下台是唯一選擇????????????????????????????????,39,negative
7964,疫情當前，人們不再奢華？,39,positive
7965,【新唐人北京時間2020年11月01日訊】新疆喀什突爆中共病毒疫情，目前仍在繼續蔓延,39,negative
7966,娃娃機屋其實也沒什麼不好.晚上燈火明亮.又伴隨著擾人清夢的機台聲三不五時就有機台主或8+9鬼吼鬼叫+隨意便溺噴血便血尿亂丟菸蒂垃圾製造噪音治安與生活環境應該都會好很多@@a...其實就前4年大多數做觀光客&過路客生意的商家的生意狀況普遍就每況愈下了後疫情時代的觀光旅遊環境+做生意的方式也沒什麼改變.就還是髒貴臭的居多現在人還是會出去走走.但口袋裡的小朋友應該是不會隨便出走...,39,negative
7967,好笑，對岸有疫情嗎？整天洗腦國內出一些綠呆,39,negative
7968,疫情決定高單價產品銷售額,39,positive
7969,被暱稱為「歐記健保」的「可負擔健保法」(AffordableCareAct)新年度登記1日展開，數以百萬計因疫情導致經濟困難而失去醫療保險的人，將可登記加入這項由政府補貼保險，登記期限至12月15日為止,39,positive
7970,——————————————————因新冠疫情，造成約3000位境外生放棄來台就學，國內大學因此損失2、3億元學雜費收入,39,negative
7971,所以疫情只有影響台灣大學？？世界各國境外生都沒有減少只有台灣減少？？去對比一下外國的情況好嗎？台灣情況已經算不錯了，總是做這種報導真的是用心險惡,39,negative
7972,加賴：wu936約學生吃粉嫩鮑魚加賴：wu936可看影約正妹或者自慰影片Telegram：kukw8Telegram：kukw8年突如其來的新冠疫情，打亂了整個社會的經濟秩序，也對不少行業的發展,39,negative
7973,第18屆台灣同志遊行昨天在台北市政府前舉行，由於疫情影響，外國民眾無法到場參與，根據主辦單位「台灣彩虹公民行動協會」統計，現場超過13萬人共同參與，此次遊行主題為「成人之美」，強調性多樣社群不只是需要「被看見」，而是應該被真正地理解與尊重，每個人都是最美的存在,39,negative
7974,〔記者呂佩琍高雄報導〕臺灣時報「第九屆兒童寫生繪畫比賽」，三十一日上午在加昌國小豋場，五百多名學童與家長齊聚加昌國小校園舞動彩筆，展開兒童寫生繪畫比賽，今年雖新冠肺炎(COVID-19)疫情衝擊，但參與兒童寫生繪畫比賽的學童熱情不減，親子相伴帶著畫板畫筆到現場彩繪，台灣時報與加昌國小老師們也為疫情嚴格把關，落實戴口罩及量體溫，不讓防疫出現缺口，守護參與活動的民眾健康，活動結束後，校園並進行消毒作業,39,positive
7975,中央流行疫情指揮中心宣布，台灣今天新增3例新冠肺炎(武漢肺炎)境外移入個案，指揮中心將於下午2時召開臨時記者會，由發言人莊人祥說明，國內累計病例數達558例,39,negative
7976,聯合盃作文大賽南投區初賽昨天在旭光高中及埔里國中舉行，不畏新冠肺炎疫情，共有76所學校1455人參加，人數創下新高,39,positive
7977,疫情大家都知道怎防範！擔心的是突發的地震～～,39,negative
7978,約2、3000個人因為疫情因素而放棄來台就學，主要是來自印度、菲律賓及印尼等國的學生,39,negative
7979,中央流行疫情指揮中心今天（31）宣布，國內新增3例武漢肺炎病例，將於下午2點緊急召開記者會，發言人莊人祥主持並說明該案例情況,39,negative
7980,國際中心／謝宛真報導歐洲疫情再起，英國首相強生宣布英格蘭地區自11月5日進行第二次「禁足令」，奧地利總理庫爾茨（SebastianKurtz）31日也宣布，奧地利從11月3日起將再次進行封鎖措施並實施宵禁，以阻止武漢肺炎（COVID-19，新冠肺炎）疫情蔓延,39,positive
7981,疫情下唯一可以辦的大型活動，這是什麼邏輯,39,negative
7982,記者蔡琇惠／新北報導「二０二０藥師佛文化節」一日在新北市板樹體育館展開，市長侯友宜到場禮佛，和慈法禪寺住持淨耀法師及海內外僧眾，祝禱新冠肺炎疫情結束，全球民眾健康平安,39,positive
7983,新頭殼newtalk4天累計9例確診！今天14:00中央流行疫情指揮中心召開臨時記者會，由莊人祥發言人說明新增3名境外移入個案，目前累計558例,39,negative
7984,中評社香港11月1日電／奧地利總理庫爾茨10月31日宣布，奧地利將從11月3日起再次實施全國“封鎖”措施，以遏制新冠疫情蔓延,39,positive
7985,（中央社記者楊明珠東京31日專電）每逢萬聖節，東京澀谷常常會有特殊嚇人裝扮者聚集，這種「群魔亂舞」的景象今年受武漢肺炎疫情影響改善許多，澀谷街頭幾乎沒見到有特殊裝扮的人潮湧至,39,positive
7986,法國近日除持續攀升的新型冠狀病毒肺炎疫情外，宗教議題也成了社會動盪的因素,39,negative
7987,它生意已經不好很多年了，又不是現在才這樣，疫情期間沒客關店全世界每一個國家都ㄧ樣，一點都不特別，沒報導價值,39,negative
7988,武漢肺炎造成多少人命死亡，中共有出來賠償受害者嗎？因為此疫情失業又有多少人，連認錯都沒有,39,negative
7989,躲得過肆虐全球的肺炎疫情，躲不過神壇進口的流感疫苗,39,negative
7990,肺炎疫情襲捲，各行各業都被影響，農委會為了拯救水禽產業，周六日舉辦「好鴨益氣，食補鴨香」，愛用國產番鴨的活動，促進「紅面番鴨」的買氣,39,positive
7991,記者於慶璇／台南報導24歲馬來西亞籍鍾姓女學生，2年前怒力說服爸媽台灣很安全，總算得以來台，目前就讀長榮大學三年級，28日晚間下課獨自返回租屋處時，卻遭人持麻繩從後方勒殺，消息震驚馬來西亞，鍾女雙親接獲噩耗後難以置信，心碎哭喊：「我只要我的女兒活著回來！」今年暑假期間，鍾母考量到疫情關係，沒讓寶貝女兒回國，全家最後一次見面是在今年過農曆年間,39,negative
7992,道瓊上週五下跌157.51點，當週累計下跌6.5％，為3月疫情引發市場震盪以來最糟一週表現,39,negative
7993,笑死人了，是台灣民眾怕死早就戴上口罩才躲過疫情，牠媽的神壇神棍們剛開始還在宣傳健康的人不用戴口罩哩！還好沒聽神棍們的話，不然早爆了啦！一天到晚還在造神哦哦哦！哈哈哈哈哈哈哈！????????????,39,negative
7994,無論誰當選，美國人都會因為疫情，繼續一直死,39,negative
7995,為對抗第2波新冠肺炎疫情，歐洲一些政府再度下達封鎖令，但西班牙城市掀起抗爭潮，法國小鎮長支持商店照常營業，各地零星出現對管制措施的反彈,39,negative
7996,英國武漢肺炎確診病例在昨（31）日飆破100萬例，寫下恥辱性的「里程碑」，有鑒於疫情不受控，英國首相強生昨晚間召開記者會，宣佈自周四（5）日起，英格蘭地區開始實施第二次封城，直到12月2日結束，而莫斯科也不敵武漢病毒，宣布取消從未停辦過的紅場大閱兵,39,positive
7997,申豐（6582）受惠歐美疫情再起，醫療級手套需求仍旺，搶短買盤持續，上周五收盤231.5元，帶量突破225元整數關卡，再創上市以來新高,39,positive
7998,美國大選進入倒數計時階段，當地2019冠狀病毒疾病（COVID-19，新冠肺炎）疫情加劇，30日創下24小時內新增診逾10萬人的空前紀錄,39,negative
7999,（中央社巴黎31日電）據法新社彙整官方數字資料顯示，第2波2019冠狀病毒疾病（COVID-19）疫情之下，本週至少14個歐洲國家的病毒相關住院人數達新高,39,negative
8000,〔記者吳亮儀／台北報導〕幾乎天天有新增武漢肺炎(新型冠狀病毒病，COVID-19)病例！中央流行疫情指揮中心今天公布新增3例境外移入病例，下午2點將舉行臨時記者會說明,39,negative
8001,死心吧！疫情延燒還沒完沒了,39,negative
8002,每州對何時開始計票規範不一選舉結果可能要大選後幾天、甚至幾週才會出爐恐衍生爭議華盛頓30日綜合外電報導11月3日美國總統大選投票日倒數，目前超過8500萬選民提早投票，全國提早投票人數已超越2016年投票總數的6成，疫情效應與總統川普選戰激化，造就這次投票率大增,39,positive
8003,因為新冠肺炎的疫情受到抑制，再加上各國封城紛紛解禁且經濟活動重新開始，所以讓GDP迅速,39,positive
8004,疫情衝擊之下，邊境持續管制，觀光客進不來讓旅遊相關產業首當其衝，為了求生存，不少導遊領隊，甚至航空公司地勤改當小黃運將，從今年1月至今，前兩大車隊就增加了1800多位司機,39,positive
8005,台北31日電第18屆台灣同志遊行今天登場，主辦單位表示，雖然受疫情影響，但今年仍有13萬人共襄盛舉，也讓台灣同志遊行成為今年度北半球最大的同志遊行,39,positive
8006,小粉紅覺得大陸沒疫情，好棒棒喔，阿怎麼不飛過去玩啊，去吧去吧去吧,39,negative
8007,之前新冠肺炎疫情，造成約3000位境外生放棄來台就學，國內大學因此損失2、3億元學雜費收入,39,negative
8008,圖／molly莫莉文／張雅筑因疫情關係，今年不少人都覺得很鬱悶無法出國，但也因此更有機會好好探尋台灣的景點、征服「秘境」,39,positive
8009,中央流行疫情指揮中心今日公布國內新增3例境外移入新冠肺炎病例（案557至559），分別自印尼及美國入境,39,negative
8010,記者洪玲明／台北報導中央流行疫情指揮中心今（1）日下午14:00再次召開臨時記者會，由發言人莊人祥說明「新增3名境外移入個案」事宜,39,negative
8011,疫情泡泡嗎？這根本是讓大家來互相感染,39,negative
8012,（中央社柏林31日綜合外電報導）經過9年的延宕以及預算嚴重爆表下，德國柏林新機場今天終於開幕啟用，卻碰上2019冠狀病毒疾病（COVID-19）疫情重挫航空業，開幕儀式因此在沒有鑼鼓喧囂聲中，低調完成,39,negative
8013,越南成第2大境外生源地台灣高教展數千人收看（中央社記者陳家倫河內1日專電）越南是台灣第2大境外學生來源地，為擴大生源，受疫情影響，駐越南代表處首度以線上方式舉行台灣高教展，尖峰時刻逾3000人同時在線,39,positive
8014,記者葉志成／桃園報導為因應疫情後的綠色消費需求，桃園市環保局從8月份起，連續辦理3個月共計25場次的「109桃園綠色消費樂購季」，最終場於10月31日在家樂福內壢店圓滿落幕，為全台最受歡迎的綠色消費活動畫下完美句點,39,positive
8015,（中央社記者陳偉婷台北1日電）中央流行疫情指揮中心今天宣布，新增3例武漢肺炎（2019冠狀病毒疾病，COVID-19）境外移入，2人為印尼籍從印尼入境，1人為台灣人從美國入境,39,negative
8016,新冠肺炎新增3例境外移入個案！中央流行疫情指揮中心將於今（1）日14時召開臨時記者會，由發言人莊人祥主持說明病例情況與後續防治作為,39,negative
8017,顏色對了奈我如何?政府無能，禍事連連，女大生嚮往臺灣安全破功，;飛官喪命15人，交通事故，火災死傷，強制百姓吃毒豬，假疫情，真內宣.笑死國際;揮霍國庫，動盪兩岸;搞台獨策略，刪課綱，說愛臺灣?最大騙子民進黨，民心不安，真是臺人的悲哀，蔡破格應帶團隊下臺謝罪!,39,negative
8018,中評社北京11月1日電／據央視軍事報道，美國雷神公司首席執行官雷格·海斯10月27日在公司電話議上表示，由於新冠疫情大流行導致商業航天銷售額下降，雷神技術公司將削減1.5萬餘名員工和4000餘個承包商職位，共計將近2萬人,39,negative
8019,1〔記者張慧雯／台北報導〕美國總統大選在即，再加上全球疫情蔓延，國際股市近期大幅震盪，投信業者建議，投資人若善用日日扣、加減碼功能，讓定期定額扣款計畫更細膩，有效分散投資時間點，同時也能分散風險,39,positive
8020,莫怪陸客疫情台北有的餐廳一樣高棚滿坐內需的力道啊！,39,positive
8021,台中國際馬拉松因疫情從2月延到11月舉行，仍吸引約12000人參與,39,positive
8022,全球普篩檢驗有症狀及無症狀病患，正面性的去面對病毒及疫情！台灣呢？鴕鳥心態得過且過的消極面對,39,negative
8023,NBA總裁席爾佛(AdamSilver)剛忙完總冠軍賽又要頭痛了，他必須說服球員工會在年底耶誕節開打新球季(2020-21)，如果依照工會希望的明年1月中旬開打，聯盟可能損失多達10億美元(約台幣286億)！今年即使只被新冠疫情掃到後半球季，仍讓聯盟少賺了15億美元,39,negative
8024,靠著817不要命的支持，蔡陰魂有恃無恐發起狠勁，對外當起仇中刺蝟，對內疫情造神，愚民獨裁頗為成功，現在萊豬是要要把台灣人推落萬劫不復深淵,39,negative
8025,英國疫情不是很嚴重嗎?為什麼還要住在英國?是不是知道自己國家不好?,39,negative
8026,疫情影響民眾返台就學或出國念書！教育部雖表明將設置大陸考場，協助台校應屆畢業生考大學學測，但今年受疫情衝擊，3所台商學校有許多學生選擇回台就學，或是放棄大陸頂大碩士文憑，轉學回台；另有學生因為歐美疫情緊張，放棄今年赴美留學計畫，先在台選修部分學分，留學之路漫漫,39,negative
8027,2020年來全球疫情反覆，一踏進第四季就出現病毒大反撲，2日（周一）公布的10月臺灣採購經理人指數，包括製造業PMI已經過第三季的7、8、9月連續三個月呈現擴張，非製造業NMI則自6月至9月連續四個月擴張，兩項指數來到10月應該尚有「抗體」，不至於一夕之間垮台，惟出口商仍掛心到手的訂單能否在歐美再封城下如期出貨？此次歲末年初的傳統旺季，出口、內需廠商都賺的心驚驚,39,negative
8028,國旅帶動寵物旅遊熱潮持續延燒，根據Booking.com最近公布的數據分析顯示全球與台灣皆有超過一半的旅客認為毛小孩就跟子女一樣重要，另外有40%以上的飼主會根據能否有寵物同住來選擇旅遊地點，且會選擇比一般住宿稍貴的寵物友善飯店，此外，在疫情期間無法出國旅遊的狀況下，「寵物友善」篩選條件使用量成長了一倍，皆說明了主人對於毛孩的重視程度,39,positive
8029,…這要麼搞大遊行？天涼不應更加小心警戒？人家歐洲都封城了…之後不幸疫情大爆發，病毒不分你我，真正平權…,39,negative
8030,綜合報導/英國持續關心歐洲疫情，英國在昨(31)日，累積確診人數破百萬，成為第9個確診人數破百萬的國家,39,negative
8031,國際中心／許珮絨報導武漢肺炎（COVID-19、新冠肺炎）疫情仍持續延燒，截至今（1）日上午10時，全球確診人數高達4637萬3777例，累計120萬193人死亡；其中最大疫區美國累計共940萬2590人感染，造成23萬6072人不幸死亡,39,negative
8032,倫敦30日專電歐洲第二波疫情來勢洶洶，為了保住耶誕假期，據傳英相強生將聽取專家建議，於下週宣布全國禁足令,39,positive
8033,就算沒有疫情，看看這位就讀長榮大學的馬來西亞的女學生，警察吃案，日後法官又輕判，誰還願意來台灣？,39,negative
8034,台北市/徐筠庭綜合報導中央流行疫情指揮中心今（1）日上午宣布，我國新增3例武漢肺炎（新型冠狀病毒肺炎、COVID－19）境外移入確診病例，將於下午2點召開臨時記者會，由指揮中心發言人莊人祥說明詳細狀況,39,negative
8035,受疫情影響，今（二○二○）年各大活動紛紛停辦，但好在台灣防疫得當，一年一度最受電視圈注目的金鐘獎，九月底順利落幕,39,positive
8036,行政院去年宣布山林開放政策，加上新冠疫情無法出國，「瘋登山」成為不少人選項，結果讓不少縣市消防救難人員疲於奔命,39,negative
8037,川普陣營.極盡醜化拜登之能事.試圖翻盤.但疫情嚴重失控.及他激化黑白種族矛盾.絕不可能連任成功的!因此.只能使出奧步!,39,negative
8038,記者洪玲明／台北報導中央流行疫情指揮中心今（1）日下午14:00再次召開臨時記者會，由發言人莊人祥說明「新增3名境外移入個案」事宜,39,negative
8039,雖然疫情率先在中國爆發，而且美國總統對中國下達了各種制裁，但這個全球第二大經濟體仍比去年同比增長4.9%,39,positive
8040,新頭殼newtalk4天累計9例確診！今天14:00中央流行疫情指揮中心召開臨時記者會，由莊人祥發言人說明新增3名境外移入個案，目前累計558例,39,negative
8041,不知是否跟疫情減收有關?,39,negative
8042,武漢肺炎全球最新情報11/1（中央社台北1日電）美國大選進入倒數計時階段，當地2019冠狀病毒疾病（COVID-19，武漢肺炎）疫情加劇，30日創下24小時內新增診逾10萬人的空前紀錄,39,negative
8043,編譯王能斌／綜合外電報導法國近日除持續攀升的新型冠狀病毒肺炎疫情外，宗教議題也成了社會動盪的因素,39,negative
8044,最新數據顯示，美國企業債務違約案件比投資者數月前預期的更少，顯示聯準會與美政府的政策支撐之下，企業度過疫情衝擊最糟的時刻，此現象不但帶動企業債價格並且提振債市，也為美國經濟帶來令人鼓舞的訊息,39,positive
8045,AR／VR科技也是新冠肺炎疫情衝擊而受惠的應用產品之一,39,positive
8046,疫情下長期封鎖社區已導致意外的嚴重後果：自殺案例上升，憂鬱症，毒品和酒精濫用，等等,39,negative
8047,新冠肺炎疫情重創觀光產業，嘉義市接連推出強檔活動，力拚觀光，今天閉幕的全國最大夜遊光影藝術展「光織影舞」，1個月展期吸引70萬人次參觀，11月新上檔古董車秀，12月國際管樂節登場，市長黃敏惠到大型旅展活動行銷嘉義市,39,positive
8048,全國大專校院運動會31日晚間在高雄大學登場，陸海空三軍揭開序幕，副總統賴清德致詞時說，俗稱武漢肺炎的2019冠狀病毒疾病(COVID-19)疫情全球肆虐，台灣還能如期舉辦賽事非常幸福,39,positive
8049,呵呵看來台灣壹週刊香港民運1450到美國總統大選很深阿拜登當選第一目標先就美國經濟跟疫情勢必緩和跟大陸的緊張關西CCC習豬鼻報應到來了一整年1450美國川普CCCC,39,negative
8050,（中央社秘魯庫斯科31日綜合外電報導）巴葉斯原本是位赫赫有名的導遊，帶著世界領袖、流行歌手，甚至公主，遊覽曾為印加王國的秘魯各地，但受到武漢肺炎疫情影響，他現在只能自製冰淇淋販售維生,39,negative
8051,【記者高金次新北報導】「2020藥師佛文化節」於(1)日在板樹體育館盛大登場，慈法禪寺邀集全國上百寺院、海內外僧?共修藥師法門，祈願全球疫情止息，並有公益園遊會、素食創意市集及文創桌遊等活動，吸引大眾親近佛法，市長侯友宜也特別到場祝禱疫情結束、全球安和、民眾健康平安,39,positive
8052,中央社／台北31日電一群急診醫師組「重症搖滾」樂團，將疫情間最美風景、想對台灣人說的話譜寫成詞曲，創作出「親愛的台灣人」一曲，獻給疫情中每個角落努力付出的人,39,positive
8053,國際中心／許珮絨報導武漢肺炎（COVID-19、新冠肺炎）疫情仍持續延燒，截至今（1）日上午10時，全球確診人數高達4637萬3777例，累計120萬193人死亡；其中最大疫區美國累計共940萬2590人感染，造成23萬6072人不幸死亡,39,negative
